date,day,month,year, value,k
6/30/2017,30.00,6.00,2017.00,2.7086,
7/3/2017,3.00,7.00,2017.00,2.693,2.736
7/5/2017,5.00,7.00,2017.00,2.66,
7/6/2017,6.00,7.00,2017.00,2.6615,
7/7/2017,7.00,7.00,2017.00,2.647,
7/10/2017,10.00,7.00,2017.00,2.6475,
7/11/2017,11.00,7.00,2017.00,2.672,
7/12/2017,12.00,7.00,2017.00,2.684,
7/13/2017,13.00,7.00,2017.00,2.6615,
7/14/2017,14.00,7.00,2017.00,2.691,
7/17/2017,17.00,7.00,2017.00,2.724,
7/18/2017,18.00,7.00,2017.00,2.7305,
7/19/2017,19.00,7.00,2017.00,2.7105,
7/20/2017,20.00,7.00,2017.00,2.716,
7/21/2017,21.00,7.00,2017.00,2.7225,
7/24/2017,24.00,7.00,2017.00,2.7365,
7/25/2017,25.00,7.00,2017.00,2.8465,
7/26/2017,26.00,7.00,2017.00,2.872,
7/27/2017,27.00,7.00,2017.00,2.8775,
7/28/2017,28.00,7.00,2017.00,2.875,
7/31/2017,31.00,7.00,2017.00,2.8915,
8/1/2017,1.00,8.00,2017.00,2.881,2.9602
8/2/2017,2.00,8.00,2017.00,2.8845,
8/3/2017,3.00,8.00,2017.00,2.878,
8/4/2017,4.00,8.00,2017.00,2.885,
8/7/2017,7.00,8.00,2017.00,2.907,
8/8/2017,8.00,8.00,2017.00,2.9425,
8/9/2017,9.00,8.00,2017.00,2.927,
8/10/2017,10.00,8.00,2017.00,2.903,
8/11/2017,11.00,8.00,2017.00,2.912,
8/14/2017,14.00,8.00,2017.00,2.9045,
8/15/2017,15.00,8.00,2017.00,2.883,
8/16/2017,16.00,8.00,2017.00,2.9535,
8/17/2017,17.00,8.00,2017.00,2.938,
8/18/2017,18.00,8.00,2017.00,2.9395,
8/21/2017,21.00,8.00,2017.00,2.9805,
8/22/2017,22.00,8.00,2017.00,2.987,
8/23/2017,23.00,8.00,2017.00,2.9805,
8/24/2017,24.00,8.00,2017.00,3.034,
8/25/2017,25.00,8.00,2017.00,3.0335,
8/28/2017,28.00,8.00,2017.00,3.0676,
8/29/2017,29.00,8.00,2017.00,3.0904,
8/30/2017,30.00,8.00,2017.00,3.078,
8/31/2017,31.00,8.00,2017.00,3.0946,
9/1/2017,1.00,9.00,2017.00,3.118,3.004025
9/5/2017,5.00,9.00,2017.00,3.128,
9/6/2017,6.00,9.00,2017.00,3.1515,
9/7/2017,7.00,9.00,2017.00,3.1435,
9/8/2017,8.00,9.00,2017.00,3.0415,
9/11/2017,11.00,9.00,2017.00,3.066,
9/12/2017,12.00,9.00,2017.00,3.036,
9/13/2017,13.00,9.00,2017.00,2.981,
9/14/2017,14.00,9.00,2017.00,2.9575,
9/15/2017,15.00,9.00,2017.00,2.949,
9/18/2017,18.00,9.00,2017.00,2.969,
9/19/2017,19.00,9.00,2017.00,2.9695,
9/20/2017,20.00,9.00,2017.00,2.969,
9/21/2017,21.00,9.00,2017.00,2.9345,
9/22/2017,22.00,9.00,2017.00,2.9445,
9/25/2017,25.00,9.00,2017.00,2.9375,
9/26/2017,26.00,9.00,2017.00,2.919,
9/27/2017,27.00,9.00,2017.00,2.9295,
9/28/2017,28.00,9.00,2017.00,2.981,
9/29/2017,29.00,9.00,2017.00,2.955,
10/2/2017,2.00,10.00,2017.00,2.9555,3.109204545
10/3/2017,3.00,10.00,2017.00,2.9635,
10/4/2017,4.00,10.00,2017.00,2.959,
10/5/2017,5.00,10.00,2017.00,3.0465,
10/6/2017,6.00,10.00,2017.00,3.029,
10/9/2017,9.00,10.00,2017.00,3.031,
10/10/2017,10.00,10.00,2017.00,3.0605,
10/11/2017,11.00,10.00,2017.00,3.0955,
10/12/2017,12.00,10.00,2017.00,3.12,
10/13/2017,13.00,10.00,2017.00,3.1335,
10/16/2017,16.00,10.00,2017.00,3.239,
10/17/2017,17.00,10.00,2017.00,3.1955,
10/18/2017,18.00,10.00,2017.00,3.178,
10/19/2017,19.00,10.00,2017.00,3.1675,
10/20/2017,20.00,10.00,2017.00,3.1655,
10/23/2017,23.00,10.00,2017.00,3.188,
10/24/2017,24.00,10.00,2017.00,3.198,
10/25/2017,25.00,10.00,2017.00,3.183,
10/26/2017,26.00,10.00,2017.00,3.1775,
10/27/2017,27.00,10.00,2017.00,3.1035,
10/30/2017,30.00,10.00,2017.00,3.112,
10/31/2017,31.00,10.00,2017.00,3.101,
11/1/2017,1.00,11.00,2017.00,3.1425,3.099619048
11/2/2017,2.00,11.00,2017.00,3.1435,
11/3/2017,3.00,11.00,2017.00,3.1175,
11/6/2017,6.00,11.00,2017.00,3.1575,
11/7/2017,7.00,11.00,2017.00,3.089,
11/8/2017,8.00,11.00,2017.00,3.0995,
11/9/2017,9.00,11.00,2017.00,3.086,
11/10/2017,10.00,11.00,2017.00,3.076,
11/13/2017,13.00,11.00,2017.00,3.1165,
11/14/2017,14.00,11.00,2017.00,3.065,
11/15/2017,15.00,11.00,2017.00,3.0545,
11/16/2017,16.00,11.00,2017.00,3.048,
11/17/2017,17.00,11.00,2017.00,3.067,
11/20/2017,20.00,11.00,2017.00,3.093,
11/21/2017,21.00,11.00,2017.00,3.1285,
11/22/2017,22.00,11.00,2017.00,3.137,
11/24/2017,24.00,11.00,2017.00,3.169,
11/27/2017,27.00,11.00,2017.00,3.136,
11/28/2017,28.00,11.00,2017.00,3.0755,
11/29/2017,29.00,11.00,2017.00,3.0463,
11/30/2017,30.00,11.00,2017.00,3.0442,
12/1/2017,1.00,12.00,2017.00,3.0745,3.10624
12/4/2017,4.00,12.00,2017.00,3.072,
12/5/2017,5.00,12.00,2017.00,2.9285,
12/6/2017,6.00,12.00,2017.00,2.9445,
12/7/2017,7.00,12.00,2017.00,2.9475,
12/8/2017,8.00,12.00,2017.00,2.9615,
12/11/2017,11.00,12.00,2017.00,2.9945,
12/12/2017,12.00,12.00,2017.00,3.006,
12/13/2017,13.00,12.00,2017.00,3.0355,
12/14/2017,14.00,12.00,2017.00,3.0545,
12/15/2017,15.00,12.00,2017.00,3.116,
12/18/2017,18.00,12.00,2017.00,3.128,
12/19/2017,19.00,12.00,2017.00,3.1335,
12/20/2017,20.00,12.00,2017.00,3.1775,
12/21/2017,21.00,12.00,2017.00,3.1995,
12/22/2017,22.00,12.00,2017.00,3.2195,
12/26/2017,26.00,12.00,2017.00,3.2649,
12/27/2017,27.00,12.00,2017.00,3.2711,
12/28/2017,28.00,12.00,2017.00,3.2995,
12/29/2017,29.00,12.00,2017.00,3.2963,
1/2/2018,2.00,1.00,2018.00,3.278,3.213428571
1/3/2018,3.00,1.00,2018.00,3.2575,
1/4/2018,4.00,1.00,2018.00,3.263,
1/5/2018,5.00,1.00,2018.00,3.2295,
1/8/2018,8.00,1.00,2018.00,3.224,
1/9/2018,9.00,1.00,2018.00,3.216,
1/10/2018,10.00,1.00,2018.00,3.2355,
1/11/2018,11.00,1.00,2018.00,3.233,
1/12/2018,12.00,1.00,2018.00,3.2185,
1/16/2018,16.00,1.00,2018.00,3.2195,
1/17/2018,17.00,1.00,2018.00,3.189,
1/18/2018,18.00,1.00,2018.00,3.199,
1/19/2018,19.00,1.00,2018.00,3.1875,
1/22/2018,22.00,1.00,2018.00,3.1985,
1/23/2018,23.00,1.00,2018.00,3.111,
1/24/2018,24.00,1.00,2018.00,3.2285,
1/25/2018,25.00,1.00,2018.00,3.2165,
1/26/2018,26.00,1.00,2018.00,3.199,
1/29/2018,29.00,1.00,2018.00,3.194,
1/30/2018,30.00,1.00,2018.00,3.189,
1/31/2018,31.00,1.00,2018.00,3.1955,
2/1/2018,1.00,2.00,2018.00,3.209,3.177042105
2/2/2018,2.00,2.00,2018.00,3.1875,
2/5/2018,5.00,2.00,2018.00,3.221,
2/6/2018,6.00,2.00,2018.00,3.189,
2/7/2018,7.00,2.00,2018.00,3.0875,
2/8/2018,8.00,2.00,2018.00,3.082,
2/9/2018,9.00,2.00,2018.00,3.0335,
2/12/2018,12.00,2.00,2018.00,3.0865,
2/13/2018,13.00,2.00,2018.00,3.1625,
2/14/2018,14.00,2.00,2018.00,3.236,
2/15/2018,15.00,2.00,2018.00,3.2455,
2/16/2018,16.00,2.00,2018.00,3.2485,
2/20/2018,20.00,2.00,2018.00,3.1905,
2/21/2018,21.00,2.00,2018.00,3.216,
2/22/2018,22.00,2.00,2018.00,3.2415,
2/23/2018,23.00,2.00,2018.00,3.2166,
2/26/2018,26.00,2.00,2018.00,3.2083,
2/27/2018,27.00,2.00,2018.00,3.1749,
2/28/2018,28.00,2.00,2018.00,3.1275,
3/1/2018,1.00,3.00,2018.00,3.123,3.082404762
3/2/2018,2.00,3.00,2018.00,3.1245,
3/5/2018,5.00,3.00,2018.00,3.128,
3/6/2018,6.00,3.00,2018.00,3.159,
3/7/2018,7.00,3.00,2018.00,3.136,
3/8/2018,8.00,3.00,2018.00,3.079,
3/9/2018,9.00,3.00,2018.00,3.136,
3/12/2018,12.00,3.00,2018.00,3.124,
3/13/2018,13.00,3.00,2018.00,3.138,
3/14/2018,14.00,3.00,2018.00,3.1585,
3/15/2018,15.00,3.00,2018.00,3.1275,
3/16/2018,16.00,3.00,2018.00,3.1075,
3/19/2018,19.00,3.00,2018.00,3.082,
3/20/2018,20.00,3.00,2018.00,3.038,
3/21/2018,21.00,3.00,2018.00,3.0585,
3/22/2018,22.00,3.00,2018.00,3.02,
3/23/2018,23.00,3.00,2018.00,2.993,
3/26/2018,26.00,3.00,2018.00,2.97,
3/27/2018,27.00,3.00,2018.00,3.0005,
3/28/2018,28.00,3.00,2018.00,3.002,
3/29/2018,29.00,3.00,2018.00,3.0255,
4/2/2018,2.00,4.00,2018.00,3.05,3.093714286
4/3/2018,3.00,4.00,2018.00,3.0635,
4/4/2018,4.00,4.00,2018.00,3.0105,
4/5/2018,5.00,4.00,2018.00,3.0745,
4/6/2018,6.00,4.00,2018.00,3.0585,
4/9/2018,9.00,4.00,2018.00,3.077,
4/10/2018,10.00,4.00,2018.00,3.137,
4/11/2018,11.00,4.00,2018.00,3.117,
4/12/2018,12.00,4.00,2018.00,3.0635,
4/13/2018,13.00,4.00,2018.00,3.071,
4/16/2018,16.00,4.00,2018.00,3.0955,
4/17/2018,17.00,4.00,2018.00,3.0795,
4/18/2018,18.00,4.00,2018.00,3.1585,
4/19/2018,19.00,4.00,2018.00,3.132,
4/20/2018,20.00,4.00,2018.00,3.135,
4/23/2018,23.00,4.00,2018.00,3.1105,
4/24/2018,24.00,4.00,2018.00,3.142,
4/25/2018,25.00,4.00,2018.00,3.1391,
4/26/2018,26.00,4.00,2018.00,3.1236,
4/27/2018,27.00,4.00,2018.00,3.0601,
4/30/2018,30.00,4.00,2018.00,3.0697,
5/1/2018,1.00,5.00,2018.00,3.0375,3.078727273
5/2/2018,2.00,5.00,2018.00,3.0685,
5/3/2018,3.00,5.00,2018.00,3.0805,
5/4/2018,4.00,5.00,2018.00,3.0855,
5/7/2018,7.00,5.00,2018.00,3.079,
5/8/2018,8.00,5.00,2018.00,3.059,
5/9/2018,9.00,5.00,2018.00,3.0575,
5/10/2018,10.00,5.00,2018.00,3.11,
5/11/2018,11.00,5.00,2018.00,3.1115,
5/14/2018,14.00,5.00,2018.00,3.093,
5/15/2018,15.00,5.00,2018.00,3.056,
5/16/2018,16.00,5.00,2018.00,3.0705,
5/17/2018,17.00,5.00,2018.00,3.089,
5/18/2018,18.00,5.00,2018.00,3.0635,
5/21/2018,21.00,5.00,2018.00,3.0985,
5/22/2018,22.00,5.00,2018.00,3.132,
5/23/2018,23.00,5.00,2018.00,3.0705,
5/24/2018,24.00,5.00,2018.00,3.096,
5/25/2018,25.00,5.00,2018.00,3.0775,
5/29/2018,29.00,5.00,2018.00,3.0625,
5/30/2018,30.00,5.00,2018.00,3.069,
5/31/2018,31.00,5.00,2018.00,3.065,
6/1/2018,1.00,6.00,2018.00,3.0985,3.121080952
6/4/2018,4.00,6.00,2018.00,3.1345,
6/5/2018,5.00,6.00,2018.00,3.1985,
6/6/2018,6.00,6.00,2018.00,3.262,
6/7/2018,7.00,6.00,2018.00,3.275,
6/8/2018,8.00,6.00,2018.00,3.3,
6/11/2018,11.00,6.00,2018.00,3.257,
6/12/2018,12.00,6.00,2018.00,3.2495,
6/13/2018,13.00,6.00,2018.00,3.254,
6/14/2018,14.00,6.00,2018.00,3.222,
6/15/2018,15.00,6.00,2018.00,3.1445,
6/18/2018,18.00,6.00,2018.00,3.1065,
6/19/2018,19.00,6.00,2018.00,3.047,
6/20/2018,20.00,6.00,2018.00,3.0405,
6/21/2018,21.00,6.00,2018.00,3.0215,
6/22/2018,22.00,6.00,2018.00,3.027,
6/25/2018,25.00,6.00,2018.00,2.987,
6/26/2018,26.00,6.00,2018.00,2.9967,
6/27/2018,27.00,6.00,2018.00,2.9937,
6/28/2018,28.00,6.00,2018.00,2.9643,
6/29/2018,29.00,6.00,2018.00,2.963,
7/2/2018,2.00,7.00,2018.00,2.944,2.801785714
7/3/2018,3.00,7.00,2018.00,2.917,
7/5/2018,5.00,7.00,2018.00,2.826,
7/6/2018,6.00,7.00,2018.00,2.824,
7/9/2018,9.00,7.00,2018.00,2.85,
7/10/2018,10.00,7.00,2018.00,2.8395,
7/11/2018,11.00,7.00,2018.00,2.7435,
7/12/2018,12.00,7.00,2018.00,2.777,
7/13/2018,13.00,7.00,2018.00,2.7755,
7/16/2018,16.00,7.00,2018.00,2.7645,
7/17/2018,17.00,7.00,2018.00,2.747,
7/18/2018,18.00,7.00,2018.00,2.76,
7/19/2018,19.00,7.00,2018.00,2.6955,
7/20/2018,20.00,7.00,2018.00,2.756,
7/23/2018,23.00,7.00,2018.00,2.7465,
7/24/2018,24.00,7.00,2018.00,2.8105,
7/25/2018,25.00,7.00,2018.00,2.8175,
7/26/2018,26.00,7.00,2018.00,2.818,
7/27/2018,27.00,7.00,2018.00,2.802,
7/30/2018,30.00,7.00,2018.00,2.792,
7/31/2018,31.00,7.00,2018.00,2.8315,
8/1/2018,1.00,8.00,2018.00,2.7475,2.701952174
8/2/2018,2.00,8.00,2018.00,2.7375,
8/3/2018,3.00,8.00,2018.00,2.7635,
8/6/2018,6.00,8.00,2018.00,2.7315,
8/7/2018,7.00,8.00,2018.00,2.752,
8/8/2018,8.00,8.00,2018.00,2.751,
8/9/2018,9.00,8.00,2018.00,2.7655,
8/10/2018,10.00,8.00,2018.00,2.7425,
8/13/2018,13.00,8.00,2018.00,2.731,
8/14/2018,14.00,8.00,2018.00,2.682,
8/15/2018,15.00,8.00,2018.00,2.56,
8/16/2018,16.00,8.00,2018.00,2.6165,
8/17/2018,17.00,8.00,2018.00,2.629,
8/20/2018,20.00,8.00,2018.00,2.6685,
8/21/2018,21.00,8.00,2018.00,2.6955,
8/22/2018,22.00,8.00,2018.00,2.6735,
8/23/2018,23.00,8.00,2018.00,2.6545,
8/24/2018,24.00,8.00,2018.00,2.7005,
8/27/2018,27.00,8.00,2018.00,2.7085,
8/28/2018,28.00,8.00,2018.00,2.7405,
8/29/2018,29.00,8.00,2018.00,2.7206,
8/30/2018,30.00,8.00,2018.00,2.7067,
8/31/2018,31.00,8.00,2018.00,2.6666,
9/4/2018,4.00,9.00,2018.00,2.602,2.711026316
9/5/2018,5.00,9.00,2018.00,2.61,
9/6/2018,6.00,9.00,2018.00,2.6365,
9/7/2018,7.00,9.00,2018.00,2.6225,
9/10/2018,10.00,9.00,2018.00,2.628,
9/11/2018,11.00,9.00,2018.00,2.6215,
9/12/2018,12.00,9.00,2018.00,2.676,
9/13/2018,13.00,9.00,2018.00,2.683,
9/14/2018,14.00,9.00,2018.00,2.646,
9/17/2018,17.00,9.00,2018.00,2.651,
9/18/2018,18.00,9.00,2018.00,2.7305,
9/19/2018,19.00,9.00,2018.00,2.7295,
9/20/2018,20.00,9.00,2018.00,2.74,
9/21/2018,21.00,9.00,2018.00,2.8575,
9/24/2018,24.00,9.00,2018.00,2.836,
9/25/2018,25.00,9.00,2018.00,2.8235,
9/26/2018,26.00,9.00,2018.00,2.828,
9/27/2018,27.00,9.00,2018.00,2.783,
9/28/2018,28.00,9.00,2018.00,2.805,
10/1/2018,1.00,10.00,2018.00,2.7875,2.767673913
10/2/2018,2.00,10.00,2018.00,2.8065,
10/3/2018,3.00,10.00,2018.00,2.834,
10/4/2018,4.00,10.00,2018.00,2.7775,
10/5/2018,5.00,10.00,2018.00,2.763,
10/8/2018,8.00,10.00,2018.00,2.767,
10/9/2018,9.00,10.00,2018.00,2.8065,
10/10/2018,10.00,10.00,2018.00,2.7805,
10/11/2018,11.00,10.00,2018.00,2.803,
10/12/2018,12.00,10.00,2018.00,2.8005,
10/15/2018,15.00,10.00,2018.00,2.7885,
10/16/2018,16.00,10.00,2018.00,2.7795,
10/17/2018,17.00,10.00,2018.00,2.778,
10/18/2018,18.00,10.00,2018.00,2.7465,
10/19/2018,19.00,10.00,2018.00,2.778,
10/22/2018,22.00,10.00,2018.00,2.7855,
10/23/2018,23.00,10.00,2018.00,2.758,
10/24/2018,24.00,10.00,2018.00,2.7575,
10/25/2018,25.00,10.00,2018.00,2.7545,
10/26/2018,26.00,10.00,2018.00,2.741,
10/29/2018,29.00,10.00,2018.00,2.7405,
10/30/2018,30.00,10.00,2018.00,2.664,
10/31/2018,31.00,10.00,2018.00,2.659,
11/1/2018,1.00,11.00,2018.00,2.7215,2.750742857
11/2/2018,2.00,11.00,2018.00,2.807,
11/5/2018,5.00,11.00,2018.00,2.756,
11/6/2018,6.00,11.00,2018.00,2.7325,
11/7/2018,7.00,11.00,2018.00,2.7545,
11/8/2018,8.00,11.00,2018.00,2.736,
11/9/2018,9.00,11.00,2018.00,2.6845,
11/12/2018,12.00,11.00,2018.00,2.6765,
11/13/2018,13.00,11.00,2018.00,2.687,
11/14/2018,14.00,11.00,2018.00,2.71,
11/15/2018,15.00,11.00,2018.00,2.7465,
11/16/2018,16.00,11.00,2018.00,2.7985,
11/19/2018,19.00,11.00,2018.00,2.799,
11/20/2018,20.00,11.00,2018.00,2.7665,
11/21/2018,21.00,11.00,2018.00,2.7945,
11/23/2018,23.00,11.00,2018.00,2.7665,
11/26/2018,26.00,11.00,2018.00,2.7555,
11/27/2018,27.00,11.00,2018.00,2.7092,
11/28/2018,28.00,11.00,2018.00,2.7993,
11/29/2018,29.00,11.00,2018.00,2.7819,
11/30/2018,30.00,11.00,2018.00,2.7827,
12/3/2018,3.00,12.00,2018.00,2.806,2.723375
12/4/2018,4.00,12.00,2018.00,2.755,
12/5/2018,5.00,12.00,2018.00,2.772,
12/6/2018,6.00,12.00,2018.00,2.7425,
12/7/2018,7.00,12.00,2018.00,2.758,
12/10/2018,10.00,12.00,2018.00,2.7205,
12/11/2018,11.00,12.00,2018.00,2.768,
12/12/2018,12.00,12.00,2018.00,2.7705,
12/13/2018,13.00,12.00,2018.00,2.7645,
12/14/2018,14.00,12.00,2018.00,2.7605,
12/17/2018,17.00,12.00,2018.00,2.752,
12/18/2018,18.00,12.00,2018.00,2.665,
12/19/2018,19.00,12.00,2018.00,2.7195,
12/20/2018,20.00,12.00,2018.00,2.698,
12/21/2018,21.00,12.00,2018.00,2.6735,
12/24/2018,24.00,12.00,2018.00,2.663,
12/26/2018,26.00,12.00,2018.00,2.7004,
12/27/2018,27.00,12.00,2018.00,2.6677,
12/28/2018,28.00,12.00,2018.00,2.6805,
12/31/2018,31.00,12.00,2018.00,2.6304,
1/2/2019,2.00,1.00,2019.00,2.623,2.670214286
1/3/2019,3.00,1.00,2019.00,2.568,
1/4/2019,4.00,1.00,2019.00,2.6475,
1/7/2019,7.00,1.00,2019.00,2.637,
1/8/2019,8.00,1.00,2019.00,2.656,
1/9/2019,9.00,1.00,2019.00,2.657,
1/10/2019,10.00,1.00,2019.00,2.6375,
1/11/2019,11.00,1.00,2019.00,2.662,
1/14/2019,14.00,1.00,2019.00,2.635,
1/15/2019,15.00,1.00,2019.00,2.6345,
1/16/2019,16.00,1.00,2019.00,2.6735,
1/17/2019,17.00,1.00,2019.00,2.68,
1/18/2019,18.00,1.00,2019.00,2.719,
1/22/2019,22.00,1.00,2019.00,2.6595,
1/23/2019,23.00,1.00,2019.00,2.6545,
1/24/2019,24.00,1.00,2019.00,2.6445,
1/25/2019,25.00,1.00,2019.00,2.729,
1/28/2019,28.00,1.00,2019.00,2.68,
1/29/2019,29.00,1.00,2019.00,2.725,
1/30/2019,30.00,1.00,2019.00,2.7675,
1/31/2019,31.00,1.00,2019.00,2.7845,
2/1/2019,1.00,2.00,2019.00,2.773,2.853315789
2/4/2019,4.00,2.00,2019.00,2.7945,
2/5/2019,5.00,2.00,2019.00,2.817,
2/6/2019,6.00,2.00,2019.00,2.8365,
2/7/2019,7.00,2.00,2019.00,2.8285,
2/8/2019,8.00,2.00,2019.00,2.8105,
2/11/2019,11.00,2.00,2019.00,2.79,
2/12/2019,12.00,2.00,2019.00,2.772,
2/13/2019,13.00,2.00,2019.00,2.773,
2/14/2019,14.00,2.00,2019.00,2.774,
2/15/2019,15.00,2.00,2019.00,2.7985,
2/19/2019,19.00,2.00,2019.00,2.8745,
2/20/2019,20.00,2.00,2019.00,2.92,
2/21/2019,21.00,2.00,2019.00,2.897,
2/22/2019,22.00,2.00,2019.00,2.9515,
2/25/2019,25.00,2.00,2019.00,2.9458,
2/26/2019,26.00,2.00,2019.00,2.9472,
2/27/2019,27.00,2.00,2019.00,2.9611,
2/28/2019,28.00,2.00,2019.00,2.9484,
3/1/2019,1.00,3.00,2019.00,2.932,2.902047619
3/4/2019,4.00,3.00,2019.00,2.909,
3/5/2019,5.00,3.00,2019.00,2.9335,
3/6/2019,6.00,3.00,2019.00,2.9185,
3/7/2019,7.00,3.00,2019.00,2.9105,
3/8/2019,8.00,3.00,2019.00,2.8935,
3/11/2019,11.00,3.00,2019.00,2.901,
3/12/2019,12.00,3.00,2019.00,2.9285,
3/13/2019,13.00,3.00,2019.00,2.9355,
3/14/2019,14.00,3.00,2019.00,2.8915,
3/15/2019,15.00,3.00,2019.00,2.906,
3/18/2019,18.00,3.00,2019.00,2.909,
3/19/2019,19.00,3.00,2019.00,2.923,
3/20/2019,20.00,3.00,2019.00,2.921,
3/21/2019,21.00,3.00,2019.00,2.906,
3/22/2019,22.00,3.00,2019.00,2.8425,
3/25/2019,25.00,3.00,2019.00,2.8565,
3/26/2019,26.00,3.00,2019.00,2.854,
3/27/2019,27.00,3.00,2019.00,2.863,
3/28/2019,28.00,3.00,2019.00,2.8725,
3/29/2019,29.00,3.00,2019.00,2.936,
4/1/2019,1.00,4.00,2019.00,2.9245,2.917944444
4/2/2019,2.00,4.00,2019.00,2.9055,
4/3/2019,3.00,4.00,2019.00,2.9485,
4/4/2019,4.00,4.00,2019.00,2.91,
4/5/2019,5.00,4.00,2019.00,2.8945,
4/8/2019,8.00,4.00,2019.00,2.932,
4/9/2019,9.00,4.00,2019.00,2.934,
4/10/2019,10.00,4.00,2019.00,2.9255,
4/11/2019,11.00,4.00,2019.00,2.887,
